trial_number,value,ATR_MULTIPLIER,VCP_TIGHTNESS_RANGE,BREAKOUT_BUFFER_ATR,BREAKOUT_VOL_MULT,TARGET_RR,TRAIL_ATR_MULT,REGIME_BULL_THRESHOLD
43,0.02758461627927898,1.5768949167831843,0.05391765339710091,0.4639444613891774,1.1001109328074758,2.493622944838274,2.421783887458446,22
44,0.004048924568591133,1.3706764916229042,0.04402509980571448,0.33728107483294156,1.1564670471754956,2.651275694179879,2.5121353440945358,25
45,-0.0020556107988079922,1.299568910040845,0.03877189141956202,0.4408088547492017,0.8226995900499173,2.202441539451348,2.2356024462977158,28
46,0.01136295834959983,1.5086628235525332,0.05053748265828575,0.45290960932707547,0.9166095020217054,2.4322408807947222,2.1031757794400554,30
47,-0.011454613979925796,1.5810183541991618,0.05345289495552766,0.4897801006450103,0.8689005995887512,2.570362465235872,2.372842125408896,34
48,0.03893035950091831,1.5490808196472692,0.057163472238897096,0.4142778077379383,1.2854933287610093,2.766237272173634,2.448777801102788,24
49,0.006119209383850045,1.5466214330405892,0.05496890071880089,0.41665217305745933,1.269699800294372,2.7038646943878195,2.4808501907005365,38
50,0.030480899204924125,1.4815767119717198,0.04680187206889179,0.38636879115073625,0.9517473552217652,2.7430966767715455,2.4689641459967757,27
51,0.029616109541069028,1.5181109121986434,0.056955938181204833,0.4126095013176398,1.2926773058008363,2.7743645548776357,2.747487385596152,24
52,0.03452134320766886,1.5656057740598526,0.05921633199715321,0.4715442503952052,1.221020365857217,2.6618758671861236,2.917389441128804,22
53,0.049349131489808476,1.5438862400114592,0.05264610339417961,0.43350679128773206,0.8231640680135731,2.768871389224788,2.8618779188045185,25
54,0.022080101502020402,1.5380787879453186,0.052576965518369635,0.4247030895747936,0.8881936449906489,2.762092541745633,2.6721537870223755,29
55,0.04545610702574483,1.505926621651229,0.05002411786969763,0.43770124420387047,0.8225878443505892,2.764313310797818,2.8662431701464675,25
56,0.03722958798501084,1.5009872985604868,0.04409714293615005,0.430695648863971,1.2455671186202992,2.764108270566009,2.854352176927929,25
57,-0.005533330211557853,1.4755725599138798,0.048050664714934216,0.43813901607145184,0.8164588485389372,2.7985932592474105,2.809886693755434,31
58,0.026818132790224027,1.441760786807883,0.05185271364042403,0.3920576595893859,0.852019733186488,2.701541822768595,2.5923266934540727,25
59,0.03379850379986774,1.5223778595134514,0.05708807013613633,0.4455332008130668,1.2047129442123152,2.757596726032152,2.745805032885044,23
60,0.04919724865073754,1.5849721703041098,0.05499216816876856,0.4362042427419662,0.8290900032221282,2.708280114410369,2.849990365936364,52
61,0.04789182029566554,1.5829312082511195,0.05571270525662708,0.43388508559558525,0.821671386656218,2.776701603483205,2.878362396450969,26
62,0.05678071539657852,1.564146694834268,0.05429777187622847,0.43476468256875284,0.8224778349685167,2.779157790438115,2.7877925246048445,51
63,0.03930956404396122,1.561642334064596,0.054584162435407445,0.4355547337330726,0.8175054164155275,2.783509203525046,2.7890836569462465,50
64,0.04960005253351487,1.58614379498621,0.052469489295751695,0.44830000287659494,0.8340177474922291,2.7199064253561325,2.8845841804380505,52
65,0.018569384418658973,1.5791283336332231,0.05304552195189432,0.447560508948332,0.857656430425702,2.72403961254473,2.9132425728344216,52
66,0.011153426300603736,1.5636308163142012,0.05584839422052021,0.4218024151266986,0.8316900053884893,2.748214476972498,2.875062303950542,55
67,-0.0012587997879635246,1.586014792888923,0.06985043685277181,0.4558206594015822,0.906316246507992,2.721319807306621,2.951216052900918,47
68,0.02128690448013525,1.599945442553111,0.052065445764052996,0.44473036868950505,0.8431548730712285,2.7052048540568716,2.8344460288763185,53
69,0.012520942970123286,1.558883614888427,0.05062011356767715,0.4326914983417446,0.8793265563474236,2.781876492461764,2.7603124665411363,51
70,0.023895288626292463,1.585424313242303,0.05454167934617043,0.40755666826190334,0.8181811052077558,2.678248702880654,2.722087915814793,48
71,0.03139232285484192,1.5288321204303637,0.050001667871878264,0.42623110719755597,0.8318230079037684,2.7984568471307205,2.8901433286052365,44
